model,risk_type,t_idx,mu,sigma,MR,MR0,DeltaMR
GBM,elw,0.2,0.06875,0.17500000000000002,0.00012163438423740125,0.0011341599814771453,-0.001012525597239744
GBM,elw,0.2,0.06875,0.21250000000000002,0.006569200408554021,0.0011341599814771453,0.005435040427076876
GBM,elw,0.2,0.06875,0.25,0.005272358410266964,0.0011341599814771453,0.004138198428789819
GBM,elw,0.2,0.06875,0.28750000000000003,0.0040259410355092395,0.0011341599814771453,0.0028917810540320943
GBM,elw,0.2,0.06875,0.32500000000000007,0.0369168225085903,0.0011341599814771453,0.03578266252711315
GBM,elw,0.2,0.06875,0.36250000000000004,0.06856149863795058,0.0011341599814771453,0.06742733865647343
GBM,elw,0.2,0.06875,0.4,0.1687929614600121,0.0011341599814771453,0.16765880147853496
GBM,elw,0.2,0.075,0.1,3.8321725612799895e-06,0.0011341599814771453,-0.0011303278089158653
GBM,elw,0.2,0.075,0.1375,2.3636102245427892e-05,0.0011341599814771453,-0.0011105238792317174
GBM,elw,0.2,0.075,0.17500000000000002,0.00013058295603962655,0.0011341599814771453,-0.0010035770254375187
GBM,elw,0.2,0.075,0.21250000000000002,0.0013121691690118897,0.0011341599814771453,0.00017800918753474448
GBM,elw,0.2,0.075,0.25,0.004899391256680818,0.0011341599814771453,0.003765231275203673
GBM,elw,0.2,0.075,0.28750000000000003,0.011127369900714834,0.0011341599814771453,0.009993209919237689
GBM,elw,0.2,0.075,0.32500000000000007,0.02274408172429876,0.0011341599814771453,0.021609921742821614
GBM,elw,0.2,0.075,0.36250000000000004,0.023704304823459976,0.0011341599814771453,0.02257014484198283
GBM,elw,0.2,0.075,0.4,0.07350354220863964,0.0011341599814771453,0.0723693822271625
